question,document,score,reasoning
How many projects does each participant have to grade in the capstone project?,eae0fb50aa,good,The AI answer matches the ground truth: each participant is assigned 3 projects to grade after the submission deadline. It preserves the key information and is semantically equivalent.
What happens once the submission deadline is over for project grading?,eae0fb50aa,good,"The AI answer conveys the same key information as the ground truth: after the deadline, an Excel sheet is shared and each participant gets 3 projects assigned. This is semantically equivalent, with only minor wording differences."
"Do we get an Excel sheet with the review assignments, and what will it include?",eae0fb50aa,good,The AI answer matches the ground truth: it confirms that an Excel sheet will be shared after the submission deadline and that it will include 3 project assignments per participant. No key information is missing or incorrect.
"I already turned in my capstone project, so why am I not seeing anything to review yet?",a8a7fef016,good,"The AI answer conveys the same key information as the ground truth: reviews become available only after the submission deadline, projects are assigned to the reviewer, and reviewers cannot choose projects or review before the list is released. It is semantically equivalent."
When do the projects for evaluation get assigned after the submission deadline ends?,a8a7fef016,good,"The AI answer preserves the main point that projects are assigned after the submission deadline has passed. It omits the extra details about not being able to choose projects or review before the list is released, but those are not required to answer the question asked."
"Can I pick which capstone projects I want to review, or is that decided for me?",a8a7fef016,good,"The AI answer preserves the key point: reviewers cannot choose which capstone projects to review, and assignments are made after the submission deadline. It omits the detail that you also cannot review before the list has been released, but that does not change the main answer to the user’s question."
Is there any way to start reviewing submissions before the project list is released?,a8a7fef016,good,"The AI answer matches the ground truth’s key point: reviewers cannot start before the project list is released. It omits the additional detail that projects are assigned after the submission deadline and that you cannot choose which projects to evaluate, but that omission does not change the answer to the question."
"I submitted my project already, but I still can't review others — is that normal?",a8a7fef016,good,"The AI answer matches the ground truth: it says this is normal, that reviews become available only after the submission deadline passes and the peer-review list is released, and that you cannot choose which projects to evaluate. No key information is missing or contradicted."
Where can I look for project ideas and datasets for the capstone project?,e76a70cde3,good,"The AI answer conveys the same information as the ground truth: it points to the GitHub page containing project ideas, datasets, tips, and guidelines. It preserves the key content and meaning."
Is there a place with a few dataset options and example ideas for the LLM Zoomcamp project?,e76a70cde3,good,"The AI answer conveys the same core information as the ground truth: there is a GitHub page for project ideas and datasets, and it includes tips/guidelines. The link is correct and the meaning matches."
What’s the best link to check for capstone project inspiration and data sources?,e76a70cde3,good,"The AI answer points to the same GitHub page and correctly states that it contains project inspiration, datasets, tips, and guidelines. This matches the ground truth semantically."
"Can you point me to a GitHub page that lists project ideas, datasets, and some guidance?",e76a70cde3,good,"The AI answer points to the same GitHub page and includes the same key content: project ideas, datasets, tips, and guidelines. It is semantically equivalent to the ground truth."
I’m stuck on picking a project — where can I find suggestions and usable datasets?,e76a70cde3,good,"The AI answer matches the ground truth exactly in meaning and wording, including the GitHub link and the note that it contains project ideas, datasets, tips, and guidelines."
"Do I have to use Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says Airflow/Mage/Kestra are not required, a plain Python script is enough for full points, a Jupyter notebook with the same steps gets 1 point instead of 2, and orchestration should only be used when it fits the project. This is semantically equivalent."
"If I build the ingestion and indexing steps in a Jupyter notebook, will that count for the full pipeline points?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says a Jupyter notebook only gets 1 point instead of 2, and that a plain Python script is enough for full points. The extra orchestrator guidance from the original is omitted, but not necessary for the question asked."
When does it actually make sense to add an orchestrator to a capstone project instead of just using Python?,d4f7c08ea1,good,"The AI answer matches the ground truth: it says an orchestrator is only sensible for recurring/scheduled workflows like a daily-updating feed, and that a plain Python script is sufficient for the capstone criterion. It also correctly advises not to add an orchestrator just to satisfy the requirement. The mention of specific orchestrator tools is extra but harmless."
Can I still get the ingestion pipeline criterion without setting up a workflow tool at all?,d4f7c08ea1,bad,"The AI answer directly contradicts the ground truth on the main question. The ground truth says ""No"" to needing a workflow tool at all, but then clarifies that a plain Python script is sufficient for full points and a Jupyter notebook is worth fewer points. The AI answer says ""Yes"" to getting full points without a workflow tool, which flips the question/answer framing. Although the rest of the content about Python script, notebook worth 1 point, and using an orchestrator only if useful matches, the initial response is semantically incorrect and misleading."
"Should I avoid adding an orchestration tool just for grading, and only use one if my data gets updated regularly?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says not to add an orchestration tool just for grading, notes that a plain Python script is sufficient for full points on the ingestion pipeline criterion, and gives the same example of recurring daily updates as a valid reason to use an orchestrator. It preserves the key point and intent. The notebook scoring detail is omitted, but that is extra nuance rather than the core answer to the question."
How can I evaluate a recommender-style RAG project if I don't have clear ground-truth answers?,9b0e2d6a47,good,"The AI answer captures both core evaluation approaches from the ground truth: synthetic ground truth via LLM-generated queries per item, and LLM-as-a-judge with a fixed rubric for end-to-end relevance/usefulness. It also correctly mentions hit rate, MRR, and NDCG, and explains that NDCG is well-suited for ranking-style problems with multiple acceptable items. This is semantically aligned with the original answer, with only minor wording differences and some extra helpful detail."
Is there a good way to create test queries for items in my dataset so I can measure retrieval quality?,9b0e2d6a47,bad,"The AI answer captures the synthetic ground-truth approach and the suggested metrics, including the note that NDCG is preferable for ranking-style problems. However, it omits the second complementary approach from the ground truth: using an LLM as a judge to rate end-to-end RAG quality on a rubric. Since the question asks for a good way and the original answer explicitly gives two complementary approaches, this omission loses key information."
"What metrics should I use for a ranking-style RAG system: hit rate, MRR, or NDCG?",9b0e2d6a47,good,"The AI answer correctly identifies NDCG as the best main metric for ranking-style RAG and explains why it is preferable to hit rate when multiple relevant answers exist. It also accurately distinguishes hit rate and MRR. However, it misses the other key part of the original answer: the recommendation to use two complementary evaluation approaches, including synthetic ground truth and LLM-as-a-judge for end-to-end quality. Since the question asks which metrics to use, the metric part is correct, but the original answer includes important additional guidance that is absent. Still, the core metric recommendation is semantically aligned."
How do I use an LLM as a judge to score the output of my RAG pipeline end to end?,9b0e2d6a47,good,"The AI answer matches the ground truth well. It correctly describes using an LLM judge on sampled queries, running the full RAG pipeline, and scoring the final output with a fixed rubric such as 1–5 relevance/usefulness. It also includes the synthetic ground-truth retrieval approach and mentions hit rate, MRR, and NDCG, with the correct point that NDCG is often better than hit rate for ranking problems. The only extra material is harmless elaboration."
"For recommenders where several items could be acceptable, why would NDCG be better than just checking whether the top result is correct?",9b0e2d6a47,good,"The AI answer captures the key point from the ground truth: when multiple items are acceptable, NDCG is preferable because it rewards ranking good items higher rather than only judging whether the single top result is correct. However, it omits the broader context of the original answer, which also discusses complementary evaluation approaches; but that context is not necessary to answer the specific question asked. Semantically, the core answer matches."
How should I chunk a big PDF corpus without overthinking it at first?,6f2a8b3d10,good,"The AI answer preserves the core guidance: don’t overoptimize upfront, start with simple fixed-size chunking with overlap, evaluate on ground truth, then iterate to smarter section-based chunking, chunk summaries, and hybrid BM25+dense search for structured documents. It also includes the PDF parsing tools and the recommendation to re-run evaluation after each change with hit rate/MRR as the objective. Semantically equivalent to the ground truth."
Is it better to use fixed-size chunks or ask an LLM to split docs into sections?,6f2a8b3d10,good,"The AI answer preserves the main guidance: no universal best choice, start with fixed-size chunks, then try LLM-based logical section splitting, and evaluate each change. It also includes the additional points about summaries and hybrid search for structured documents. This is semantically equivalent to the original answer."
"Should I add summaries to each chunk before indexing, and does that actually help retrieval?",6f2a8b3d10,bad,"The AI answer does not address the question and provides no substantive guidance. The ground truth says to iterate on chunking, and specifically that adding a short LLM-generated summary per chunk can help if indexed alongside or used to boost retrieval. Saying 'I don’t know' misses the key point entirely."
"For long legal or financial docs, is BM25 plus dense search better than only embeddings?",6f2a8b3d10,good,"The AI answer correctly captures the key point from the ground truth: for long, structured legal/financial documents, hybrid search (BM25 + dense) is preferred over embeddings alone because exact wording matters. It is semantically equivalent, though it omits the surrounding chunking advice and tooling details, which are not necessary for the direct question."
What are good tools to turn PDFs into cleaner markdown before I chunk them?,6f2a8b3d10,good,"The AI answer correctly identifies the three tools from the ground truth and preserves their key qualities: pymupdf4llm is fast and decent, Docling is slower but higher quality on tables/figures, and GROBID is suited for academic papers with structural extraction. It omits the surrounding advice about chunking/evaluation, but the question specifically asks for tools to turn PDFs into cleaner markdown, so the essential answer matches."
What does reproducibility mean for the project review?,e5d8a2c761,good,"The AI answer captures the core meaning of reproducibility: a reviewer can clone the repo and recreate the system from scratch using their own credentials. It also includes the key implementation guidance from the ground truth: no API keys in the repo, provide code to ingest data and rebuild the index, use a .env.example and keep .env out of git, and pin dependencies/document Python version. It omits the optional recommendation to use a cheap model, but that is additional advice rather than a key requirement, so the answer remains semantically equivalent."
Do I need to put my API keys or service credentials in the repo so the reviewer can run it?,e5d8a2c761,good,"The AI answer correctly says not to put API keys or service credentials in the repo, and explains that reviewers should use their own credentials. It also mentions a `.env.example`, README instructions, and `.gitignore`, matching the core guidance of the ground truth. It omits some extra details like rebuilding the search index, using a cheap model, and pinning dependencies, but those are supporting details rather than the main answer to the question."
How should I let someone rebuild the search index from the dataset on their own machine?,e5d8a2c761,bad,"The AI answer captures the main actionable advice: provide a local rebuild script/notebook and use a .env.example with no secrets so others can supply their own credentials. However, it omits several key points from the original answer: explicitly not sharing API keys/hosted-service credentials, using a cheap model to avoid burning credits, and pinning dependency versions/documenting Python/Docker versions for reproducibility. These are important parts of the ground truth, so the answer is incomplete."
"What should go into a .env.example file, and should .env be committed?",e5d8a2c761,good,"The AI answer correctly states that .env.example should list variable names without secret values, and that .env should not be committed and should be gitignored. This matches the key point in the ground truth. It omits some extra guidance about reproducibility, scripts, and dependency pinning, but those are not required to answer the specific question."
"How do I make the project easier and cheaper for reviewers to run, like with model choice and pinned versions?",e5d8a2c761,good,"The AI answer captures all key points from the ground truth: use a cheap model, pin dependencies and document versions, provide a script to rebuild the index locally, ship a .env.example without secrets, have reviewers use their own credentials, and keep .env ignored. It also preserves the core reproducibility message."
"Can I reuse the workshop content in my own capstone project, or is it only for the class?",d850a0e7ea,good,"The AI answer preserves the key point that the workshop content can be reused in a capstone project because it is open-source and can be used directly in projects. It does not mention the extra note about using dlt for other Zoomcamps, but that is not essential to the question."
"Since dlt is open-source, am I allowed to use these materials in another project outside the workshop?",d850a0e7ea,good,"The AI answer conveys the key point that because dlt is open-source, workshop content can be used in other projects outside the workshop. It is semantically consistent with the ground truth, though it omits extra examples and encouragement present in the original."
"Could I apply what we learned here to a different Zoomcamp project, like the MLOps one?",d850a0e7ea,good,"The AI answer preserves the key point: the workshop materials, especially dlt, can be applied to other Zoomcamp projects including MLOps. It is semantically equivalent to the ground truth, though it omits the extra note about open-source, capstone use, and encouragement to ask questions. Those omissions do not change the core answer."
"Is it okay if I share the workshop resources with other people, or are they meant just for students?",d850a0e7ea,good,"The AI answer preserves the key idea that the workshop materials are not restricted to students and can be used in other projects because dlt is open-source. It adds that you can share it with others, which is consistent with the permissive intent of the original. Although it omits the examples about capstone projects and other Zoomcamps, those are extra details, not required for semantic equivalence."
"If I want to use dlt directly in my own project, do I need any special permission, or can I just go ahead and do it?",d850a0e7ea,good,"The AI answer conveys the same core message as the ground truth: dlt is open-source, so it can be used directly in a project without special permission. It omits the extra examples about capstone/other Zoomcamps, but that is not required for equivalence."
How do I start a new dlt project for loading data from cloud storage?,6bceeebf04,good,The AI answer matches the ground truth: it gives the same command to initialize the dlt project and points to the same documentation link. No key information is missing or incorrect.
What's the command to initialize a dlt pipeline with filesystem and DuckDB?,6bceeebf04,good,"The AI answer exactly matches the ground truth command, conveying the same instruction to initialize a dlt pipeline with filesystem and DuckDB."
"If I want to ingest cloud files into DuckDB with dlt, what should I run first?",6bceeebf04,good,"The AI answer matches the ground truth: it instructs running the same command, `dlt init filesystem duckdb`, which is the required first step. It omits the extra note about more directions on dlthub.com, but that is not essential to the question."
How can I create a fresh dlt setup for a filesystem source?,6bceeebf04,good,The AI answer matches the ground truth command exactly and preserves the key instruction to initialize a fresh dlt setup for a filesystem source. The added note about the tutorial is consistent with the original.
Is there a quick init command for a dlt project using filesystem plus DuckDB?,6bceeebf04,good,The AI answer exactly matches the ground truth command and preserves the key information. It is semantically equivalent.
"Why do I get `Table notion_pages___homework does not exist` when I call `db.open_table(""notion_pages___homework"")`?",0407213397,good,The AI answer matches the ground truth: it explains that the error occurs because not all instances of 'employee_handbook' were changed to 'homework' in the pipeline settings. The extra suggestion to inspect existing tables is not contradictory and does not alter the core answer.
"I changed the table name in one place, but now opening `notion_pages___homework` still fails. What am I missing?",0407213397,good,"The AI answer matches the ground truth: it explains that not all instances of the old table name ('employee_handbook') were changed to 'homework' in the pipeline settings. The extra note about updating every place, not just the open_table line, is consistent and does not alter the meaning."
"What could cause `db.open_table(""notion_pages___homework"")` to say the table doesn't exist even though my pipeline ran?",0407213397,good,"The AI answer matches the ground truth: it identifies that not all instances of ""employee_handbook"" were changed to ""homework"" in the pipeline settings, which explains why the expected table name may not exist. The extra wording about the pipeline creating a differently named table is consistent with the original point and does not change the meaning."
Is there another setting besides the table name I need to update when switching from `employee_handbook` to `homework`?,0407213397,good,"The AI answer matches the ground truth: it states that all instances of 'employee_handbook' should be changed to 'homework' in the pipeline settings, not only the table name. This preserves the core meaning and key guidance."
How do I fix the `FileNotFoundError` for `notion_pages___homework` in the dlt workshop?,0407213397,good,"The AI answer conveys the same key point as the ground truth: the FileNotFoundError happens because not all occurrences of ""employee_handbook"" were renamed to ""homework"" in the pipeline settings. The extra code snippet is not contradictory and the closing explanation matches the original cause."
Why am I getting FileNotFoundError: Table notion_pages___homework does not exist when I run main() in the dlt workshop?,e95bfafc0e,good,"The AI answer gives the correct fix: open the correct table with db.open_table(""notion_pages___homework""). The extra note about changing pipeline settings is additional but not contradictory. It conveys the same key information as the ground truth."
"How do I fix the error saying I should first call db.create_table(notion_pages___homework, data) in the Notion pages homework code?",e95bfafc0e,good,"The AI answer includes the key fix from the ground truth: open the correct table with `db.open_table(""notion_pages___homework"")`. The extra suggestion about changing pipeline settings is additional and not contradictory. Since it conveys the same essential instruction, it is semantically equivalent."
What table name should I open in line 3 if my script says notion_pages___homework doesn't exist?,e95bfafc0e,good,"The AI answer matches the ground truth exactly in meaning and code snippet. It tells the user to open the table named 'notion_pages___homework' in line 3, which is the required key point."
"Is db.open_table supposed to use notion_pages___homework in this exercise, and where exactly should I change it?",e95bfafc0e,good,"The AI answer correctly states that db.open_table should use ""notion_pages___homework"" and specifies that the change should be made on line 3 where dbtable is assigned, matching the ground truth. The extra note about other occurrences of ""employee_handbook"" is additional but does not contradict the core answer."
I keep seeing Table notion_pages___homework does not exist — what’s the correct table to open in main()?,e95bfafc0e,good,"The AI answer includes the exact correct table name to open in main(), matching the ground truth. The extra note about pipeline settings is additional but does not contradict the answer."
How can I list all tables that are currently in the database?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning and method name. It correctly states that `db.table_names()` can be used to list all tables in the database.
Is there a way to see the table names from the db object?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it states that `db.table_names()` can be used to list all tables in the database. No key information is missing or incorrect.
What method should I use to check which tables exist in my database?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it recommends `db.table_names()` to list all tables in the database. No key information is missing or incorrect.
How do I find out what tables were created in the db?,e394e6f738,good,The AI answer matches the ground truth exactly and correctly states that `db.table_names()` lists all tables in the database.
Can I get a list of all tables with db.table_names()?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it confirms that `db.table_names()` can be used to list all tables in the database. No key information is missing or incorrect.
"Does dlt currently support connectors for ClickHouse or StarRocks, or is that still missing?",cd19f122f3,good,The AI answer matches the ground truth: it states that dlt does not currently have connectors for ClickHouse or StarRocks and that adding them is open to community contributions. No key information is missing or incorrect.
Can I use dlt to load data into ClickHouse or StarRocks right now?,cd19f122f3,bad,"The AI answer fails to provide the ground-truth information. The correct answer is that DLT currently does not have connectors for ClickHouse or StarRocks, though community contributions are welcome. Saying 'I don't know' misses this key point and is not semantically equivalent."
Are there official dlt connectors available for ClickHouse and StarRocks?,cd19f122f3,bad,"The AI answer fails to convey the ground truth. The correct answer is that DLT currently does not have connectors for ClickHouse or StarRocks, though community contributions are welcome. Saying 'I don't know' omits this key information and is not semantically equivalent."
"If dlt doesn't support ClickHouse or StarRocks yet, is the project open to community-built connectors?",cd19f122f3,good,The AI answer matches the ground truth: it states that DLT currently lacks ClickHouse/StarRocks connectors and that community contributions are welcome to add them. This preserves the key meaning.
"Has anyone added ClickHouse or StarRocks connectors to dlt, or are those still not included?",cd19f122f3,good,The AI answer matches the ground truth: it states that dlt does not currently have ClickHouse or StarRocks connectors and that community contributions are welcome. This preserves the key meaning exactly.
"Why am I getting a 401 Unauthorized from the Notion API in the notebook, and what should I check first?",0dfba07ace,good,"The AI answer conveys the same core points as the ground truth: a 401 indicates an authorization issue, and the first thing to check is the API key/token and its permissions. It also includes token expiry, endpoint verification, and access configuration, which match the original answer. No key information is missing or incorrect."
My notebook says it has no secret access to api.notion.com/v1/search — is this an API key problem?,0dfba07ace,good,"The AI answer conveys the same core idea as the ground truth: the error typically indicates an authorization issue with the Notion API, often due to an API key/token problem, permissions, endpoint correctness, token expiry, or configuration issues. This is semantically equivalent and includes all key points."
How do I fix a Notion API authorization error in the dlt workshop notebook?,0dfba07ace,good,"The AI answer conveys the same core troubleshooting steps as the ground truth: check the API key/token, verify the endpoint, ensure the token hasn’t expired, and review permissions/configuration. It also adds a sensible suggestion to consult the docs if the issue persists. This is semantically equivalent."
Could the Notion token have expired if I get Unauthorized when calling the search endpoint?,0dfba07ace,good,"The AI answer preserves the core point from the ground truth: an Unauthorized error can indicate an authorization issue and the token may have expired, in which case it should be regenerated. It is semantically aligned, with no missing key information relevant to the question."
What settings or permissions do I need to verify when the notebook can’t access Notion and returns 401?,0dfba07ace,good,"The AI answer covers the same core points as the ground truth: correct API key/token, permissions, correct endpoint, token expiration, and configuration settings. It also correctly identifies the 401 as an authorization issue. No key information is missing or incorrect."
"Why do I get a 401 Client Error when using the API key, and how do I tell if it's just not granted access yet?",4b30b918bc,bad,"The AI answer captures the core idea that a 401 can mean the API key is incorrect or lacks access/permissions. However, it does not mention the specific ground-truth distinction that a 401 may simply mean the key needs access granted yet, and it omits the unrelated but present source instruction about installing the correct requests version. The extra troubleshooting steps are reasonable, but the answer is not semantically equivalent because it does not directly answer the specific access-granted-yet interpretation with the same clarity as the original."
What's the easiest way to force-install requests 2.32.3 instead of the older 2.28 version for lancedb?,4b30b918bc,good,"The AI answer gives the same installation command as the ground truth for forcing requests 2.32.3. It omits the unrelated 401 error note, but the core answer matches exactly."
Can I install requests straight from the GitHub release zip to match the version lancedb needs?,4b30b918bc,good,"The AI answer correctly states that the matching requests version can be installed directly from the GitHub release zip and provides the exact command from the ground truth. It omits the unrelated 401 error note, but that does not change the core answer to the asked question."
"If pip keeps pulling requests v2.28, what exact install command should I run to get v2.32.3?",4b30b918bc,good,"The AI answer gives the exact install command needed to install requests v2.32.3 from the source archive. This matches the key information in the ground truth, and the extra 401 note omitted by the AI is not essential to the asked command."
How do I fix the requests version mismatch when setting up the dlt workshop environment?,4b30b918bc,good,"The AI answer gives the same installation command as the ground truth and addresses the requests version mismatch. It omits the note about a 401 Client Error indicating key access/incorrect key, but the core fix is preserved. Semantically equivalent."
